"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Kazakhstan","KAZ","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","3","2.9","2.8","2.7","2.6","2.6","2.5","2.4","2.4","2.4","2.3","2.3","2.3","2.2","2.1","2","1.9","1.8","1.7","1.6","1.5","1.5","1.4","1.4","1.3","1.3","1.2","1.2",
"Kenya","KEN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3","11.5","11.5","11.6","11.6","11.5","11.3","11.1","10.9","10.6","10.2","9.8","9.3","8.9","8.5","8","7.6","7.3","7","6.8","6.6","6.4","6.3","6.2","6","5.9","5.7","5.6","5.4","5.2","5.1","4.9",
"Kyrgyz Republic","KGZ","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","3","2.9","2.9","2.8","2.8","2.7","2.6","2.5","2.4","2.3","2.2","2.1","2","1.9","1.8","1.7","1.7","1.7","1.6","1.6","1.6","1.5","1.5","1.5","1.5","1.4","1.4","1.3","1.3","1.2","1.2",
"Cambodia","KHM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.6","22.3","21","19.8","18.7","17.6","16.5","15.5","14.4","13.4","12.4","11.5","10.6","9.7","8.9","8.2","7.5","6.8","6.3","5.7","5.2","4.8","4.4","4","3.8","3.5","3.4","3.2","3.1","2.9","2.8","2.7",
"Kiribati","KIR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4","9.1","8.8","8.5","8.3","8","7.8","7.7","7.5","7.3","7.2","7","6.9","6.8","6.8","6.8","6.9","6.9","6.9","6.9","6.8","6.7","6.6","6.5","6.3","6.1","6","5.8","5.7","5.5","5.4","5.2",
"St. Kitts and Nevis","KNA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.2","2.2","2.2","2.1","2.1","2.1","2","2","1.9","1.9","1.8","1.7","1.7","1.6","1.6","1.5","1.5","1.5","1.5","1.5","1.5","1.4","1.4","1.4","1.4","1.4","1.4","1.3","1.3","1.3","1.3",
"Korea, Rep.","KOR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.4","2.3","2.2","2.1","1.9","1.8","1.6","1.5","1.4","1.3","1.1","1.1","1","0.9","0.8","0.8","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4",
"Kuwait","KWT","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","1.8","1.8","1.7","1.7","1.6","1.6","1.5","1.5","1.4","1.4","1.4","1.4","1.3","1.3","1.3","1.2","1.2","1.2","1.1","1.1","1.1","1","1","1","1","0.9","0.9","0.9","0.9","0.9","0.9",
"Latin America & Caribbean (excluding high income)","LAC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15568138640118","3.00336344220369","2.84608215431458","2.74713253037379","2.63987307096017","2.53518752620233","2.45803867489636","2.34903972782125","2.68041885650299","2.22061606470265","2.13952326353647","2.08783776833417","2.02791824173717","1.9288420553237","1.95127204537331","1.88135027666121","1.82486367194183","1.79885173850182","1.70056342366393","1.67913887744374","2.51894147162727","1.60598857473022","1.52169544352687","1.50294369709153","1.48011850609703","1.41030921216539","1.37298165094969","1.35327102220038","1.29020515230775","1.27680041802103","1.24694701503354","1.18216453102259",
"Lao PDR","LAO","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","28.8","26.8","25","23.2","21.6","20.1","18.8","17.5","16.3","15.2","14.1","13.2","12.2","11.3","10.4","9.6","8.8","8","7.3","6.7","6","5.5","4.9","4.4","4","3.6","3.3","3.1","2.9","2.7","2.6",
"Lebanon","LBN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","2.8","2.7","2.6","2.5","2.4","2.3","2.3","2.2","2.1","2","1.9","1.8","1.8","1.7","1.6","1.5","1.4","1.4","1.3","1.3","1.2","1.2","1.2","1.1","1.1","1.1","1.1","1.1","1","1","1",
"Liberia","LBR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7","19.7","19.7","19.7","19.5","19.4","19.1","18.7","18.2","17.7","17","16.4","15.7","17.3","14.4","13.8","13.2","12.6","12.2","11.7","11.3","11","10.8","10.5","12","12.2","10.1","10","9.9","9.7","9.5","9.3",
"Libya","LBY","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","4.9","4.6","4.4","4.1","3.8","3.5","3.3","3.1","2.9","2.7","2.6","2.4","2.3","2.2","2.1","2","1.9","1.9","1.8","1.7","2.9","1.6","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.2","1.2",
"St. Lucia","LCA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.3","2.3","2.2","2.2","2.2","2.1","2.1","2.1","2","2","2","1.9","1.9","1.9","1.8","1.8","1.8","1.8","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7",
"Latin America & Caribbean","LCN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","2.9","2.8","2.7","2.6","2.5","2.4","2.3","2.6","2.2","2.1","2","2","1.9","1.9","1.9","1.8","1.7","1.7","1.7","2.4","1.6","1.5","1.5","1.4","1.4","1.4","1.4","1.3","1.3","1.2","1.2",
"Least developed countries: UN classification","LDC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8814247146005","27.0174795173407","24.3910316989658","23.818471100872","23.9664177286776","21.9327312818624","21.1194895183817","20.1512429890912","19.1496474651103","18.0635673215401","17.150854228829","16.3452360185007","15.612344903693","14.9579751570456","14.3653879243301","13.7416629736758","13.1612516387711","12.5546684616715","12.916191464014","11.3601408283386","11.2284472844748","10.3550762004561","9.85989886360301","9.47443908833307","9.15027775478866","8.91308191649131","8.60996503713448","8.37902547520099","8.183143902072","7.99544293653057","7.75840797435524","7.57427469252067",
"Low income","LIC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.8","28.1","27.4","27.1","28.3","24.6","23.6","22.7","21.8","20.6","19.6","18.7","17.8","17","16.2","15.4","14.7","14","13.4","12.7","12.2","11.6","11.3","10.9","10.5","10.1","9.8","9.3","9.1","8.9","8.6","8.4",
"Liechtenstein","LIE","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.2","3","2.9","2.7","2.7","2.6","2.5","2.5","2.4","2.3","2.2","2","1.9","11.2","1.8","1.7","1.7","1.7","4.7","1.6","1.5","1.4","1.2","1.1","1","0.9","0.8","0.8","0.7","0.7","0.7",
"Lower middle income","LMC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8","12.8","11.9","11.4","11.1","10.7","10.4","10","9.6","9.2","8.8","8.5","8.2","7.9","8","7.5","7.1","6.9","6.9","6.3","6.2","5.8","5.5","5.3","5.1","4.9","4.7","4.5","4.3","4.2","4","3.9",
"Low & middle income","LMY","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7621177696638","10.6998611575067","10.063251023644","9.77615457468672","9.5798407900517","9.08635842700979","8.7896330398712","8.54133878692812","8.31545472937211","8.04016942507233","7.82814385193935","7.59501293967774","7.38280237784314","7.19654781564693","7.18284629431896","6.85356649003626","6.52522345522634","6.30454908053923","6.2991361550299","5.84404048838999","5.68517530009862","5.40339268498561","5.21512680764478","5.03639375353169","4.84485584994847","4.66085441684572","4.48426915712369","4.30777451595639","4.17204682000329","4.0519155462849","3.93471402975563","3.81877787898426",
"Lesotho","LSO","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","8.9","8.7","8.5","8.3","8.2","8","7.9","7.7","7.6","7.4","7.3","7.1","7","6.8","6.7","6.6","6.4","6.3","6.2","6","5.9","5.8","5.6","5.5","5.4","5.2","5.1","5","4.8","4.7","4.5",
"Late-demographic dividend","LTE","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.95443210501843","3.79325679537078","3.57387918532903","3.43129002903507","3.29551510780519","3.14161912509709","2.98415561086887","2.82235381916648","2.65942982276592","2.49628860226482","2.38155009344521","2.22542099562817","2.12941174099752","2.02224917202028","2.05925955032106","1.83831603909233","1.75024612598385","1.66939959352439","1.69408491058829","1.53006157401006","1.41305375952102","1.39157243557763","1.30155897858549","1.27576449823373","1.20261043298854","1.16888241057602","1.10406419513804","1.08184966355991","1.05242433287085","0.985535933539889","0.969268112730398","0.940416909950646",
"Lithuania","LTU","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.2","2.2","2.1","2","1.9","1.8","1.7","1.7","1.6","1.5","1.5","1.4","1.4","1.3","1.3","1.2","1.2","1.1","1.1","1","1","1","0.9","0.9","0.8","0.8","0.7","0.7","0.7","0.6","0.6",
"Luxembourg","LUX","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.8","0.8","0.7","0.7","0.6","0.6","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2",
"Latvia","LVA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","2.9","2.8","2.7","2.5","2.4","2.3","2.2","2.1","2","1.9","1.8","1.7","1.7","1.6","1.6","1.5","1.4","1.4","1.3","1.2","1.1","1","1","0.9","0.8","0.8","0.7","0.6","0.6","0.5","0.5",
"Macao SAR, China","MAC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","5.7","5.4","5.1","4.9","4.7","4.4","4.2","4","3.8","3.6","3.4","3.3","3.1","3","2.8","2.7","2.6","2.5","2.3","2.2","2.1","2.1","2","1.9","1.8","1.8","1.7","1.6","1.6","1.5","1.5",
"Monaco","MCO","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4",
"Moldova","MDA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","3","3","3","2.9","2.8","2.7","2.6","2.5","2.4","2.3","2.1","2","1.9","1.8","1.8","1.7","1.6","1.5","1.5","1.4","1.4","1.3","1.3","1.3","1.3","1.2","1.2","1.2","1.1","1.1","1.1",
"Madagascar","MDG","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.5","22.4","21.4","20.4","19.6","18.8","18.1","17.5","16.9","16.4","15.9","15.4","14.8","14.3","13.8","13.4","13","12.6","12.3","12","11.7","11.5","11.4","11.3","11.4","11.5","11.7","12","12.3","12.7","13","13.2",
"Maldives","MDV","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","5","4.7","4.3","4","3.8","3.5","3.3","3.1","2.9","2.7","2.6","2.4","2.3","4","2.1","1.9","1.8","1.7","1.6","1.5","1.4","1.3","1.2","1.1","1","0.9","0.9","0.8","0.7","0.7","0.6",
"Middle East & North Africa","MEA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","5.1","4.8","4.6","4.4","4.2","4","3.9","3.7","3.6","3.4","3.3","3.2","3.4","3","2.9","2.8","2.8","2.7","2.7","2.7","2.6","2.9","3","3","2.8","2.6","2.2","2.2","2.1","2","2",
"Mexico","MEX","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.4","2.2","2.1","1.9","1.9","1.8","1.7","1.7","1.6","1.6","1.5","1.5","1.4","1.4","1.4","1.4","1.4","1.3","1.3","1.3","1.3","1.2","1.2","1.2","1.2","1.1","1.1","1.1","1.1","1.1","1",
"Marshall Islands","MHL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","5","4.8","4.7","4.6","4.5","4.5","4.5","4.6","4.6","4.6","4.6","4.6","4.6","4.5","4.5","4.5","4.4","4.4","4.3","4.3","4.3","4.2","4.1","4","3.9","3.8","3.7","3.6","3.5","3.4","3.3",
"Middle income","MIC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.03596348512881","9.02295380862599","8.372350791982","8.05454545523844","7.74897981305122","7.48661963960761","7.2097167975306","6.98563840776279","6.7861657886996","6.55358529310634","6.37383213156639","6.16840657013124","5.99451853218455","5.85150759164787","5.91289059991198","5.61233439675101","5.31135015685662","5.13566759822883","5.19225932008559","4.75353164668443","4.6291061470894","4.36496224340158","4.1875318678541","4.02097765271163","3.84225812117322","3.68018305996441","3.5241746605367","3.38627721737772","3.25179985206573","3.1377588657229","3.02967380362737","2.91414049756156",
"North Macedonia","MKD","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","1.7","1.7","1.6","1.6","1.5","1.5","1.4","1.4","1.3","1.2","1.2","1.1","1","1","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7",
"Mali","MLI","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.4","27.7","27","26.3","25.7","25.1","24.5","23.9","23.2","22.6","22.1","21.5","20.9","20.3","19.8","19.3","18.8","18.3","17.8","17.4","17","16.6","16.2","15.8","15.4","15.1","14.7","14.4","14","13.7","13.3","12.9",
"Malta","MLT","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3",
"Myanmar","MMR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.8","22.1","21.3","20.6","19.7","18.9","18","17","16.2","15.4","14.6","13.7","12.9","12.1","11.2","10.4","9.5","8.6","29.4","6.9","6.1","5.4","4.7","4.1","3.6","3.2","3","2.8","2.6","2.5","2.3","2.2",
"Middle East & North Africa (excluding high income)","MNA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.46112523721249","5.35241213222009","5.05445077937754","4.81662161259648","4.58366839068989","4.41811989322352","4.23397706246055","4.07155883965084","3.90032403495279","3.76507536600275","3.61112808270692","3.46226655447224","3.35332444550501","3.56936596275466","3.13598295052768","3.0696164787092","2.9960686402255","2.98789128030477","2.93734757468879","2.91265520433732","2.85532198496757","2.80447315002112","3.17819147115055","3.25387336114713","3.25783504938181","3.03417951029793","2.85985726540771","2.37799216805379","2.3687992012176","2.27233415055994","2.14482962573493","2.12970646355691",
"Montenegro","MNE","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.3","1.2","1.2","1.2","1.2","1.1","1.1","1.1","1","1","1","0.9","0.9","0.9","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4",
"Mongolia","MNG","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.5","6.4","6.2","6.1","5.8","5.5","5.1","4.8","4.4","4","3.6","3.3","3","2.7","2.6","2.4","2.3","2.2","2.2","2.2","2.1","2.1","2","2","1.9","1.9","1.8","1.7","1.6","1.6","1.5","1.4",
"Northern Mariana Islands","MNP","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.8","40.4","38","35.9","33.8","31.8","30","28.1","26.4","24.7","23.2","21.7","20.4","19.1","18","16.8","15.8","14.7","13.8","12.8","12","11.3","10.7","10.2","9.8","9.4","9","8.6","8.3","8","7.8","7.5",
"Mauritania","MRT","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2","12.9","12.5","12.2","11.9","11.7","11.5","11.2","11","10.8","10.7","10.5","10.4","10.2","10","9.8","9.5","9.2","8.9","8.5","8.1","7.7","7.2","6.8","6.4","6.1","5.8","5.5","5.2","5","4.8","4.6",
"Mauritius","MUS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.6","1.5","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.3","1.2","1.2","1.2","1.2","1.1","1.1","1.1","1.1","1","1","1","1","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.8",
"Malawi","MWI","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2","26","24.8","23.7","22.6","21.5","20.5","19.6","18.6","17.7","16.9","16.1","15.3","14.6","14","13.4","12.8","12.3","11.8","11.4","10.9","10.5","10.1","9.7","9.4","9","8.7","8.3","8","7.7","7.4","7.2",
"Malaysia","MYS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.3","2.1","2","2","1.9","1.8","1.8","1.7","1.6","1.6","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.3","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.1","1","1","0.9","0.8",
"North America","NAC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","1.1","1","1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.5",
"Namibia","NAM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2","9","8.8","8.7","8.5","8.4","8.3","8.3","8.2","8.2","8.2","8.2","8.1","8.1","8.1","8","7.9","7.9","7.8","7.7","7.6","7.5","7.5","7.4","7.4","7.3","7.3","7.2","7","6.8","6.7","6.5",
"New Caledonia","NCL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.8","46.6","45.4","44.2","42.9","41.6","40.3","38.9","37.5","36.2","34.8","33.5","32.2","31.1","30","29","28.1","27.3","26.5","25.8","25.2","24.6","24.2","23.8","23.3","23","22.6","22.3","21.9","21.6","21.3","20.8",
"Nigeria","NGA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.5","25.1","24.7","24.2","23.8","23.3","22.9","22.4","21.9","21.4","20.9","20.4","19.9","19.4","19","18.5","18.1","17.7","17.2","16.8","16.4","16.1","15.7","15.4","15.1","14.8","14.5","14.2","13.9","13.6","13.3","12.9",
"Nicaragua","NIC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","4.6","4.5","4.3","4.1","4","3.8","3.6","8.6","3.3","3.2","3","2.8","2.7","2.6","2.4","2.3","2.2","2.1","2","1.9","1.9","1.8","1.7","1.7","1.6","1.5","1.5","1.4","1.4","1.3","1.3",
"Netherlands","NLD","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3",
"Norway","NOR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3",
"Nepal","NPL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9","17.8","16.8","15.7","14.7","13.7","12.7","11.8","10.9","10","9.2","8.4","7.8","7.2","6.6","6.1","5.7","5.3","5","4.7","4.4","4.2","4","3.8","3.6","4.8","3.3","3.1","3","2.9","2.8","2.7",
"Nauru","NRU","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1","6.8","6.5","6.2","5.9","5.6","5.4","5.2","5","4.8","4.7","4.5","4.4","4.3","4.3","4.2","4.2","4.2","4.2","4.2","4.1","4.1","4","3.9","3.8","3.7","3.6","3.5","3.4","3.3","3.2","3.1",
"New Zealand","NZL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1.2","1.1","1.1","1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.7","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4",
"OECD members","OED","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.86178991738989","1.78775470257778","1.72659421468962","1.65310717356071","1.57704615374497","1.54953513352769","1.49386103933346","1.40848372455695","1.37395055418537","1.39473037707618","1.26520211078112","1.22564509682383","1.20034701565599","1.12516327658845","1.08197532807844","1.04372069007616","1.01347529985205","0.976543062960142","0.900217625017743","0.856583705492923","0.815906940325421","0.825930911859275","0.732291655326054","0.710510236106049","0.690747526189829","0.664717064966632","0.639271269053904","0.622637961203336","0.614315249244796","0.60597610790151","0.589912140762919","0.569858638558575",
"Oman","OMN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","3.1","2.9","2.7","2.5","2.3","2.2","2","1.9","1.8","1.7","1.6","1.6","1.5","1.5","1.4","1.4","1.6","1.4","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.2","1.2","1.2","1.2",
"Other small states","OSS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4599843374609","11.2122917286008","10.9628197099923","10.6936558349004","10.4540621111083","10.2415032694253","9.93166546677699","9.89038941549332","9.47637673116808","9.29394155935904","9.15518823589759","8.94008949303964","8.74229364862419","8.54850161169236","8.37337427202904","8.15350270835284","8.00184751001368","7.68881676777004","7.4610040311083","7.22476202902919","6.98734725763042","6.77838176220537","6.57218057340144","6.35190002563463","6.12774312651366","5.92583991672063","5.72515927347171","5.51725471139765","5.32855486325832","5.13642431114005","4.97219735964601","4.82003848936034",
"Pakistan","PAK","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","8.2","8.1","8.1","7.9","7.8","7.5","7.3","7","6.8","6.6","6.3","6.1","5.9","5.8","7.7","5.6","5.5","5.5","5.4","5.3","5.3","5.2","5.1","5","4.9","4.8","4.6","4.5","4.4","4.3","4.1",
"Panama","PAN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.5","2.5","2.4","2.4","2.3","2.3","2.2","2.2","2.1","2.1","2","2","1.9","1.9","1.9","1.8","1.8","1.8","1.8","1.8","1.8","1.7","1.7","1.7","1.6","1.6","1.5","1.5","1.5","1.4","1.4",
